년월,역명_표준,출근_승차,퇴근_하차,일평균_승차,일평균_하차,호선목록
2016-05-01,동대입구,17626,42384,405138,468048,3호선
2016-05-01,동묘앞,43176,58072,626275,639515,"1호선,6호선"
2016-05-01,동작,14647,15717,106741,116235,4호선
2016-05-01,둔촌동,109130,86749,425540,418051,5호선
2016-05-01,디지털미디어시티,115002,84575,467946,512668,6호선
2016-05-01,뚝섬,70044,75119,518531,546873,2호선
2016-05-01,뚝섬유원지,64575,77998,388130,375263,7호선
2016-05-01,마곡,38216,19140,117105,97802,5호선
2016-05-01,마들,133127,82883,394806,357279,7호선
2016-05-01,마장,41889,32596,204262,197107,5호선
2016-05-01,마천,57072,35887,181201,182568,5호선
2016-05-01,마포,68711,80616,454517,471413,5호선
2016-05-01,마포구청,98883,64484,435845,381109,6호선
2016-05-01,망원,80347,83990,400412,426365,6호선
2016-05-01,매봉,41179,40778,362364,349164,3호선
2016-05-01,먹골,94365,74488,344165,327001,7호선
2016-05-01,면목,151339,106558,532913,510388,7호선
2016-05-01,명동,22493,167504,1301835,1416851,4호선
2016-05-01,명일,71366,60605,269508,267684,5호선
2016-05-01,모란,20009,15308,153048,112696,8호선
2016-05-01,목동,159922,143647,588313,609463,5호선
2016-05-01,몽촌토성,28476,30388,241347,256160,8호선
2016-05-01,무악재,40086,29235,135823,136334,3호선
2016-05-01,문래,97127,84904,576719,582990,2호선
2016-05-01,문정,36058,27470,235065,231427,8호선
2016-05-01,미아,159852,113009,638463,583168,4호선
2016-05-01,미아사거리,265917,235941,1079276,1042840,4호선
2016-05-01,반포,25296,24143,205798,197039,7호선
2016-05-01,발산,61430,60682,379215,375254,5호선
2016-05-01,방배,84315,92606,692911,698805,2호선
2016-05-01,방이,41665,39913,225510,226774,5호선
2016-05-01,방화,67832,46028,246752,232992,5호선
2016-05-01,버티고개,16589,13771,81652,76384,6호선
2016-05-01,보라매,56149,50078,314613,316035,7호선
2016-05-01,보문,71496,44810,280196,247514,6호선
2016-05-01,복정,60844,34141,310497,240893,8호선
2016-05-01,봉천,208960,151457,745851,690909,2호선
2016-05-01,봉화산,98836,61705,298546,278236,6호선
2016-05-01,부천시청,83678,82552,393341,396934,7호선
2016-05-01,부천종합운동장,53887,33943,179125,163878,7호선
2016-05-01,부평구청,124399,64723,382644,295081,7호선
2016-05-01,불광,183294,173550,821026,871294,"3호선,6호선"
2016-05-01,사가정,138749,114059,526409,506917,7호선
2016-05-01,사당,410624,511506,2428923,2389054,"2호선,4호선"
2016-05-01,산성,75166,50422,247399,241654,8호선
2016-05-01,삼각지,35988,45283,404424,394567,"4호선,6호선"
2016-05-01,삼산체육관,57281,35228,180731,162477,7호선
2016-05-01,삼성,58497,158030,1767576,1833123,2호선
2016-05-01,상계,218711,140507,718714,643312,4호선
2016-05-01,상도,86192,65821,376150,364433,7호선
2016-05-01,상동,84283,87429,437959,450962,7호선
2016-05-01,상봉,129053,109555,560185,529933,7호선
2016-05-01,상수,30633,78164,344504,406976,6호선
2016-05-01,상왕십리,79979,55281,344030,327029,2호선
2016-05-01,상월곡,60675,35556,211457,197388,6호선
2016-05-01,상일동,121118,63186,338814,285542,5호선
2016-05-01,새절,129827,89331,462824,436434,6호선
2016-05-01,서대문,39541,49227,546025,560787,5호선
2016-05-01,서울대입구,357249,327971,1685237,1655950,2호선
2016-05-01,서울역,181912,291979,2366767,2453861,"1호선,4호선"
2016-05-01,서초,42933,64579,711049,715482,2호선
2016-05-01,석계,123249,99917,433122,433916,6호선
2016-05-01,석촌,60805,53000,283734,297761,8호선
2016-05-01,선릉,71228,118616,1672046,1438886,2호선
2016-05-01,성수,67019,78838,775329,848746,2호선
2016-05-01,성신여대입구,148119,151288,902197,827826,4호선
2016-05-01,송정,76244,62607,319574,311515,5호선
2016-05-01,송파,31357,26018,169557,169781,8호선
2016-05-01,수락산,120088,90152,472956,453197,7호선
2016-05-01,수서,72014,63141,378602,392621,3호선
2016-05-01,수유,372377,312806,1502523,1456119,4호선
2016-05-01,수진,36167,27817,165522,152298,8호선
2016-05-01,숙대입구,56335,79565,599634,589397,4호선
2016-05-01,숭실대입구,116445,95262,565780,557499,7호선
2016-05-01,시청,34395,103034,1579905,1568316,"1호선,2호선"
2016-05-01,신금호,45480,34771,180788,181901,5호선
2016-05-01,신길,22779,19593,98471,112399,5호선
2016-05-01,신답,15089,12747,43489,48061,2호선
2016-05-01,신당,93636,112245,729143,758810,"2호선,6호선"
2016-05-01,신대방,251467,179484,903762,859399,2호선
2016-05-01,신대방삼거리,138156,102081,506343,479125,7호선
2016-05-01,신도림,353328,393539,1985141,1981599,2호선
2016-05-01,신림,641678,531331,2334019,2274303,2호선
2016-05-01,신사,42660,150613,969904,1059335,3호선
2016-05-01,신설동,65098,68619,647105,627617,"1호선,2호선"
2016-05-01,신용산,27872,48760,420516,445669,4호선
2016-05-01,신정,174945,87582,465202,375582,5호선
2016-05-01,신정네거리,106470,83486,339000,338806,2호선
2016-05-01,신중동,98592,90110,451827,447655,7호선
2016-05-01,신천,177015,186296,847768,835935,2호선
2016-05-01,신촌,115579,306620,1651595,1683865,2호선
2016-05-01,신풍,98468,73546,384287,363359,7호선
2016-05-01,신흥,39979,36917,175099,179037,8호선
2016-05-01,쌍문,331798,217073,1082825,937226,4호선
2016-05-01,아차산,118337,90011,515502,484183,5호선
2016-05-01,아현,65413,53845,337221,320719,2호선
2016-05-01,안국,21452,65807,890991,972708,3호선
2016-05-01,안암,26811,59940,488024,496663,6호선
2016-05-01,암사,185460,115129,554862,489131,8호선
2016-05-01,압구정,57208,135391,1083731,1191146,3호선
2016-05-01,애오개,48384,36177,219281,217824,5호선
2016-05-01,약수,98258,93489,576539,556883,"3호선,6호선"
2016-05-01,양재,100314,159973,1295946,1385859,3호선
2016-05-01,양천구청,72469,52998,233878,244005,2호선
2016-05-01,양평,40571,28337,189975,188780,5호선
2016-05-01,어린이대공원,58353,71723,660205,679216,7호선
2016-05-01,여의나루,15605,88618,463417,487739,5호선
2016-05-01,여의도,26509,65970,699585,790122,5호선
2016-05-01,역삼,47929,110533,1353887,1509182,2호선
2016-05-01,역촌,35313,30247,121654,141719,6호선
2016-05-01,연신내,363470,290951,1353643,1272703,"3호선,6호선"
2016-05-01,영등포구청,115445,110774,776906,784237,"2호선,5호선"
2016-05-01,영등포시장,27665,34746,261044,286220,5호선
2016-05-01,오금,85563,52653,332790,310027,"3호선,5호선"
2016-05-01,오목교,124510,155148,793282,851718,5호선
2016-05-01,옥수,72776,69285,330305,343663,3호선
2016-05-01,온수,117288,74098,355406,340795,7호선
2016-05-01,올림픽공원,30638,31557,279318,275997,5호선
2016-05-01,왕십리,110812,153925,831946,761591,"2호선,5호선"
2016-05-01,용답,25338,18265,82756,84243,2호선
2016-05-01,용두,13026,12811,69795,73819,2호선
2016-05-01,용마산,69058,42889,210488,199603,7호선
2016-05-01,우장산,142516,109141,511025,502086,5호선
2016-05-01,월곡,98904,75073,429665,401460,6호선
2016-05-01,월드컵경기장,23418,38369,261952,279574,6호선
2016-05-01,을지로3가,22523,61799,900258,928502,"2호선,3호선"
2016-05-01,을지로4가,12546,32030,558688,570779,"2호선,5호선"
2016-05-01,을지로입구,25921,140847,1588193,1577268,2호선
2016-05-01,응암,176559,130845,574009,549887,6호선
2016-05-01,이대,59187,99624,751727,809051,2호선
2016-05-01,이수,85254,106114,544215,534126,7호선
2016-05-01,이촌,37922,44757,306079,348791,4호선
2016-05-01,이태원,35534,113542,522729,584278,6호선
2016-05-01,일원,50783,38012,297359,306463,3호선
2016-05-01,잠실,389553,480012,3026331,2891188,"2호선,8호선"
2016-05-01,잠실나루,127146,96021,574875,555246,2호선
2016-05-01,잠원,41325,30389,177844,171695,3호선
2016-05-01,장승배기,85044,64905,342250,330987,7호선
2016-05-01,장암,32331,5351,86748,33959,7호선
2016-05-01,장지,80068,69271,460727,447024,8호선
2016-05-01,장한평,123308,101304,584273,580738,5호선
2016-05-01,제기동,60321,54697,597945,607252,1호선
2016-05-01,종각,26991,154045,1444455,1357094,1호선
2016-05-01,종로3가,38574,193742,1824315,1824043,"1호선,3호선,5호선"
2016-05-01,종로5가,17147,72693,868495,876793,1호선
2016-05-01,종합운동장,63880,142180,574384,656797,2호선
2016-05-01,중계,157378,99420,528647,477872,7호선
2016-05-01,중곡,92547,61657,332917,303808,7호선
2016-05-01,중화,100157,74881,383133,361320,7호선
2016-05-01,증산,104091,72465,342476,326753,6호선
2016-05-01,지축,12410,9203,44736,45618,3호선
2016-05-01,창동,233938,218074,976632,1047896,4호선
2016-05-01,창신,34261,17021,112123,98057,6호선
2016-05-01,천왕,80180,52691,263526,242624,7호선
2016-05-01,천호,212908,280637,1275325,1382618,"5호선,8호선"
2016-05-01,철산,222876,194777,791874,796872,7호선
2016-05-01,청구,44300,37096,254666,253217,"5호선,6호선"
2016-05-01,청담,41179,56875,655994,758011,7호선
2016-05-01,청량리,125460,143421,951256,984891,1호선
2016-05-01,총신대입구,144035,171070,717343,795386,4호선
2016-05-01,춘의,48077,35956,263533,259676,7호선
2016-05-01,충무로,30830,94788,1087183,1108483,"3호선,4호선"
2016-05-01,충정로,63443,67247,511904,548424,"2호선,5호선"
2016-05-01,태릉입구,94021,89870,505309,530639,"6호선,7호선"
2016-05-01,하계,171751,128606,675978,638803,7호선
2016-05-01,학동,25715,44398,664657,737308,7호선
2016-05-01,학여울,9732,10770,117643,120344,3호선
2016-05-01,한강진,9891,37084,196180,238362,6호선
2016-05-01,한성대입구,93422,83828,582734,555770,4호선
2016-05-01,한양대,16332,49972,440048,527431,2호선
2016-05-01,합정,169743,279923,1472453,1489010,"2호선,6호선"
2016-05-01,행당,86708,53508,269936,232623,5호선
2016-05-01,혜화,51650,233933,1427357,1501852,4호선
2016-05-01,홍대입구,193236,508989,2416725,2574800,2호선
2016-05-01,홍제,173191,127380,675286,633085,3호선
2016-05-01,화곡,294837,218191,931187,856101,5호선
2016-05-01,화랑대,139250,70038,437609,330625,6호선
2016-05-01,회현,19648,44713,976298,1042882,4호선
2016-05-01,효창공원앞,44235,33164,250924,240180,6호선
2016-06-01,가락시장,73657,79574,486101,506362,"3호선,8호선"
2016-06-01,가산디지털단지,44342,72610,1208438,1220419,7호선
2016-06-01,강남,133494,444822,2897228,2933457,2호선
2016-06-01,강남구청,21253,38463,464772,513399,7호선
2016-06-01,강동,157051,95891,590926,498279,5호선
2016-06-01,강동구청,81712,62452,317172,324716,8호선
2016-06-01,강변,270225,288653,1512692,1503905,2호선
2016-06-01,개롱,53985,40129,215880,213039,5호선
2016-06-01,개화산,49358,31712,183229,170103,5호선
2016-06-01,거여,63455,40907,217765,203857,5호선
2016-06-01,건대입구,233304,447165,1890804,2065206,"2호선,7호선"
2016-06-01,경복궁,44795,72747,769586,812614,3호선
2016-06-01,경찰병원,53950,38186,229595,229743,3호선
2016-06-01,고덕,51735,43864,262842,258986,5호선
2016-06-01,고려대,61316,46370,307224,295803,6호선
2016-06-01,고속터미널,130383,342643,2352839,2322924,"3호선,7호선"
2016-06-01,공덕,111707,141064,933183,939242,"5호선,6호선"
2016-06-01,공릉,92899,79045,407621,399178,7호선
2016-06-01,광나루,105427,71907,446263,400893,5호선
2016-06-01,광명사거리,256137,198728,854794,824269,7호선
2016-06-01,광화문,29765,102873,1072704,1133328,5호선
2016-06-01,광흥창,48541,41423,298279,286601,6호선
2016-06-01,교대,99546,193580,1609706,1623224,"2호선,3호선"
2016-06-01,구로디지털단지,378070,333273,1949264,1952561,2호선
2016-06-01,구산,74162,38711,257064,186046,6호선
2016-06-01,구의,192686,151595,751063,732817,2호선
2016-06-01,구파발,172167,92824,543684,458676,3호선
2016-06-01,군자,194956,156380,799112,711554,"5호선,7호선"
2016-06-01,굴포천,80078,67437,269306,275851,7호선
2016-06-01,굽은다리,88700,66641,310999,291547,5호선
2016-06-01,금호,66642,47414,244655,223904,3호선
2016-06-01,길동,60801,54699,236336,242735,5호선
2016-06-01,길음,240125,170841,884356,838822,4호선
2016-06-01,김포공항,16115,24493,223311,195690,5호선
2016-06-01,까치산,317449,221490,918918,862275,5호선
2016-06-01,까치울,63499,42843,204161,184588,7호선
2016-06-01,낙성대,252449,193178,957602,916233,2호선
2016-06-01,남구로,85940,71826,498044,517708,7호선
2016-06-01,남부터미널,83637,147589,1076669,1108874,3호선
2016-06-01,남성,103636,70690,356567,330799,7호선
2016-06-01,남태령,5561,4026,39440,34530,4호선
2016-06-01,남한산성입구,134761,80129,451890,412230,8호선
2016-06-01,내방,55225,56575,433865,442481,7호선
2016-06-01,노원,230221,310329,1367429,1511546,"4호선,7호선"
2016-06-01,녹번,131058,82564,417581,362408,3호선
2016-06-01,녹사평,18036,47357,232810,247283,6호선
2016-06-01,논현,34417,72592,589631,645788,7호선
2016-06-01,단대오거리,112909,81648,396146,365292,8호선
2016-06-01,답십리,141362,96143,506480,460218,5호선
2016-06-01,당고개,121969,78845,426643,401057,4호선
2016-06-01,당산,131295,134264,680097,762471,2호선
2016-06-01,대림,269502,243744,1315993,1350124,"2호선,7호선"
2016-06-01,대청,71137,48991,324704,287224,3호선
2016-06-01,대치,64506,57639,378190,356829,3호선
2016-06-01,대흥,37447,38618,264159,278259,6호선
2016-06-01,도곡,34401,27344,221746,207796,3호선
2016-06-01,도림천,5328,4305,31629,35620,2호선
2016-06-01,도봉산,121023,65131,374986,351586,7호선
2016-06-01,독립문,40730,33906,240521,247148,3호선
2016-06-01,독바위,30626,20736,90909,98338,6호선
2016-06-01,돌곶이,86006,58089,301600,275436,6호선
2016-06-01,동대문,67719,132065,1305016,1404269,"1호선,4호선"
2016-06-01,동대문역사문화공원,51934,184795,1407988,1451098,"2호선,4호선,5호선"
2016-06-01,동대입구,16978,36604,358773,403581,3호선
2016-06-01,동묘앞,42028,56369,592304,606906,"1호선,6호선"
2016-06-01,동작,14345,15212,103753,112550,4호선
2016-06-01,둔촌동,107383,84814,410731,402265,5호선
2016-06-01,디지털미디어시티,112681,82376,457581,496285,6호선
2016-06-01,뚝섬,68595,69686,498400,529542,2호선
2016-06-01,뚝섬유원지,63636,73598,337960,324857,7호선
2016-06-01,마곡,38062,19655,116397,96879,5호선
2016-06-01,마들,130980,81769,380696,345241,7호선
2016-06-01,마장,41282,32259,194344,186121,5호선
2016-06-01,마천,55309,34488,170401,171438,5호선
2016-06-01,마포,69177,80528,446850,463845,5호선
2016-06-01,마포구청,97397,64048,423993,372077,6호선
2016-06-01,망원,79187,82966,389970,416319,6호선
2016-06-01,매봉,39746,41291,360884,349124,3호선
2016-06-01,먹골,94223,72332,326447,311173,7호선
2016-06-01,면목,150461,104994,498117,479102,7호선
2016-06-01,명동,20917,162104,1238003,1352265,4호선
2016-06-01,명일,69026,59467,257492,255288,5호선
2016-06-01,모란,19116,14447,143315,105480,8호선
2016-06-01,목동,156143,142064,573307,593438,5호선
2016-06-01,몽촌토성,27707,29796,199568,210772,8호선
2016-06-01,무악재,39080,28544,131009,130897,3호선
2016-06-01,문래,96900,85040,576222,583323,2호선
2016-06-01,문정,34791,27130,241647,239140,8호선
2016-06-01,미아,157675,109259,605848,550573,4호선
2016-06-01,미아사거리,260148,225505,1023146,988389,4호선
2016-06-01,반포,24457,22902,198786,190619,7호선
2016-06-01,발산,60957,60499,366687,362459,5호선
2016-06-01,방배,81246,87627,645492,651106,2호선
2016-06-01,방이,39839,39601,220634,221831,5호선
2016-06-01,방화,65807,45057,234948,222264,5호선
2016-06-01,버티고개,15960,13531,78079,72921,6호선
2016-06-01,보라매,55087,49335,300240,302452,7호선
2016-06-01,보문,71338,43352,267989,235928,6호선
2016-06-01,복정,61699,34711,295217,227132,8호선
2016-06-01,봉천,208108,148399,724700,666250,2호선
2016-06-01,봉화산,97776,61467,288858,268816,6호선
2016-06-01,부천시청,81846,80014,376770,380111,7호선
2016-06-01,부천종합운동장,51518,33789,169359,153771,7호선
2016-06-01,부평구청,123067,64119,372427,286781,7호선
2016-06-01,불광,181479,169278,785408,831725,"3호선,6호선"
2016-06-01,사가정,135554,109857,500332,478140,7호선
2016-06-01,사당,406327,512160,2338824,2289859,"2호선,4호선"
2016-06-01,산성,73751,50661,238168,233289,8호선
2016-06-01,삼각지,35263,42938,388904,378666,"4호선,6호선"
2016-06-01,삼산체육관,54746,35021,174668,157438,7호선
2016-06-01,삼성,56834,148386,1686706,1755673,2호선
2016-06-01,상계,211357,137675,689417,618772,4호선
2016-06-01,상도,84401,62968,355701,341107,7호선
2016-06-01,상동,82316,86779,422697,441290,7호선
2016-06-01,상봉,128076,107716,540705,510688,7호선
2016-06-01,상수,30247,77174,324695,387408,6호선
2016-06-01,상왕십리,79146,54413,333928,317495,2호선
2016-06-01,상월곡,59438,35128,197322,180686,6호선
2016-06-01,상일동,118614,62073,325798,273840,5호선
2016-06-01,새절,126700,87172,432812,407309,6호선
2016-06-01,서대문,39305,47273,525525,540320,5호선
2016-06-01,서울대입구,356836,325317,1611124,1582426,2호선
2016-06-01,서울역,176013,272420,2263304,2332532,"1호선,4호선"
2016-06-01,서초,42522,62732,698572,705545,2호선
2016-06-01,석계,122062,96837,411083,412445,6호선
2016-06-01,석촌,60135,51310,274707,286634,8호선
2016-06-01,선릉,71547,118013,1688458,1448252,2호선
2016-06-01,성수,66921,78258,776435,848664,2호선
2016-06-01,성신여대입구,145876,145303,837495,766023,4호선
2016-06-01,송정,73545,60976,306281,298265,5호선
2016-06-01,송파,30503,25291,166162,166858,8호선
2016-06-01,수락산,117628,89735,446023,430990,7호선
2016-06-01,수서,71722,61457,371760,384480,3호선
2016-06-01,수유,368785,302172,1420331,1369821,4호선
2016-06-01,수진,34883,26988,156730,143948,8호선
2016-06-01,숙대입구,57217,73229,551500,540015,4호선
2016-06-01,숭실대입구,114914,90505,506167,495781,7호선
2016-06-01,시청,35089,96048,1559678,1543698,"1호선,2호선"
2016-06-01,신금호,46521,35307,178311,179287,5호선
2016-06-01,신길,23252,19339,96988,109627,5호선
2016-06-01,신답,15045,12761,42854,47560,2호선
2016-06-01,신당,90844,110103,707480,737709,"2호선,6호선"
2016-06-01,신대방,252011,179312,882827,835357,2호선
2016-06-01,신대방삼거리,138106,101986,495009,467783,7호선
2016-06-01,신도림,343542,385499,1897258,1897022,2호선
2016-06-01,신림,632399,521021,2238286,2183405,2호선
2016-06-01,신사,41244,152217,964959,1057035,3호선
2016-06-01,신설동,62821,65666,625570,609421,"1호선,2호선"
2016-06-01,신용산,26856,46621,406269,431314,4호선
2016-06-01,신정,173223,87029,453293,368644,5호선
2016-06-01,신정네거리,101223,80460,322730,324166,2호선
2016-06-01,신중동,96322,87692,436167,433945,7호선
2016-06-01,신천,172654,183330,816756,807416,2호선
2016-06-01,신촌,114058,274515,1499691,1529045,2호선
2016-06-01,신풍,95510,71938,367409,346873,7호선
2016-06-01,신흥,39450,35613,167904,169763,8호선
2016-06-01,쌍문,329351,212337,1044681,902246,4호선
2016-06-01,아차산,116982,88121,467491,437977,5호선
2016-06-01,아현,64744,51368,322743,303598,2호선
2016-06-01,안국,20792,57554,818375,889525,3호선
2016-06-01,안암,25605,48349,415388,420947,6호선
2016-06-01,암사,184847,115513,538100,471965,8호선
2016-06-01,압구정,55277,135028,1093410,1194391,3호선
2016-06-01,애오개,47362,35675,213165,212045,5호선
2016-06-01,약수,96642,90650,560787,542063,"3호선,6호선"
2016-06-01,양재,96306,155397,1245569,1335273,3호선
2016-06-01,양천구청,67945,50795,223892,233864,2호선
2016-06-01,양평,40618,28393,187453,186901,5호선
2016-06-01,어린이대공원,56982,58888,499891,499762,7호선
2016-06-01,여의나루,15410,92050,409354,435488,5호선
2016-06-01,여의도,26199,68999,703302,798962,5호선
2016-06-01,역삼,47894,111980,1367118,1533944,2호선
2016-06-01,역촌,34993,30564,118689,139137,6호선
2016-06-01,연신내,355734,284817,1301238,1218660,"3호선,6호선"
2016-06-01,영등포구청,115438,110615,766376,773706,"2호선,5호선"
2016-06-01,영등포시장,28339,34261,255619,277630,5호선
2016-06-01,오금,84730,51966,326820,303952,"3호선,5호선"
2016-06-01,오목교,120913,149348,754898,811780,5호선
2016-06-01,옥수,71175,68227,318007,329448,3호선
2016-06-01,온수,117740,73079,340346,321760,7호선
2016-06-01,올림픽공원,28993,26032,213991,208033,5호선
2016-06-01,왕십리,108321,144246,779637,715395,"2호선,5호선"
2016-06-01,용답,25586,18380,79686,79051,2호선
2016-06-01,용두,12895,12835,68414,72307,2호선
2016-06-01,용마산,69486,43037,203416,193827,7호선
2016-06-01,우장산,138421,105698,491409,481788,5호선
2016-06-01,월곡,97294,72114,396533,372324,6호선
2016-06-01,월드컵경기장,22843,45280,248663,274484,6호선
2016-06-01,을지로3가,21615,61129,896639,926756,"2호선,3호선"
2016-06-01,을지로4가,12451,31297,552035,563561,"2호선,5호선"
2016-06-01,을지로입구,25188,135262,1549139,1551384,2호선
2016-06-01,응암,174481,127472,550083,527433,6호선
2016-06-01,이대,55923,88111,675526,718136,2호선
2016-06-01,이수,83838,106896,533851,527118,7호선
2016-06-01,이촌,37482,44176,282827,323329,4호선
2016-06-01,이태원,34314,114526,491283,561067,6호선
2016-06-01,일원,49439,36995,288168,298599,3호선
2016-06-01,잠실,382717,460312,2851582,2725368,"2호선,8호선"
2016-06-01,잠실나루,127336,93671,555967,536306,2호선
2016-06-01,잠원,40705,29994,176756,170747,3호선
2016-06-01,장승배기,85379,65277,335023,323469,7호선
2016-06-01,장암,32321,5368,84282,33969,7호선
2016-06-01,장지,78845,66481,442532,427948,8호선
2016-06-01,장한평,121531,101326,570383,568561,5호선
2016-06-01,제기동,59786,53585,587565,598413,1호선
2016-06-01,종각,25099,144568,1357959,1309032,1호선
2016-06-01,종로3가,37013,179978,1723058,1728579,"1호선,3호선,5호선"
2016-06-01,종로5가,17126,67389,824084,839003,1호선
2016-06-01,종합운동장,63542,154327,558490,636088,2호선
2016-06-01,중계,152658,96844,505515,457031,7호선
2016-06-01,중곡,90626,59223,321517,293963,7호선
2016-06-01,중화,98727,72658,361097,339528,7호선
2016-06-01,증산,102797,70892,327102,308340,6호선
2016-06-01,지축,12748,9579,43362,44308,3호선
2016-06-01,창동,228705,213709,933899,1001577,4호선
2016-06-01,창신,33511,15975,105615,90790,6호선
2016-06-01,천왕,80850,53739,257810,238123,7호선
2016-06-01,천호,209134,270448,1213642,1315713,"5호선,8호선"
2016-06-01,철산,213117,191169,757532,765060,7호선
2016-06-01,청구,43192,35819,246056,243819,"5호선,6호선"
2016-06-01,청담,38514,54623,645664,746785,7호선
2016-06-01,청량리,122051,134509,899749,931975,1호선
2016-06-01,총신대입구,139842,168785,690636,766403,4호선
2016-06-01,춘의,47523,35245,255285,250540,7호선
2016-06-01,충무로,30333,90474,1027075,1059791,"3호선,4호선"
2016-06-01,충정로,62499,65742,503967,537968,"2호선,5호선"
2016-06-01,태릉입구,93325,80561,444310,455251,"6호선,7호선"
2016-06-01,하계,165787,124108,634879,598501,7호선
2016-06-01,학동,24944,43055,657330,732008,7호선
2016-06-01,학여울,9428,10208,72972,75195,3호선
2016-06-01,한강진,9508,35190,190595,232722,6호선
2016-06-01,한성대입구,91143,78740,524350,495251,4호선
2016-06-01,한양대,16074,32571,357864,419841,2호선
2016-06-01,합정,167961,277114,1434540,1447947,"2호선,6호선"
2016-06-01,행당,86210,52775,263068,226289,5호선
2016-06-01,혜화,49771,200744,1268391,1335372,4호선
2016-06-01,홍대입구,189728,483977,2263560,2424173,2호선
2016-06-01,홍제,169526,124106,629859,586067,3호선
2016-06-01,화곡,291502,215124,901598,828696,5호선
2016-06-01,화랑대,137686,67626,407020,304328,6호선
2016-06-01,회현,18524,43746,949932,1011054,4호선
2016-06-01,효창공원앞,43009,31890,233787,222682,6호선
2016-07-01,가락시장,72141,82776,488706,511804,"3호선,8호선"
2016-07-01,가산디지털단지,42506,71837,1209843,1211117,7호선
2016-07-01,강남,134692,508623,3383846,3410886,2호선
2016-07-01,강남구청,19928,37499,457312,503580,7호선
2016-07-01,강동,150363,94317,575321,489325,5호선
2016-07-01,강동구청,77355,62584,312651,320652,8호선
2016-07-01,강변,266410,298363,1533290,1541669,2호선
2016-07-01,개롱,50034,38927,211392,209177,5호선
2016-07-01,개화산,47606,31657,183484,170689,5호선
2016-07-01,거여,59030,40188,210327,197275,5호선
2016-07-01,건대입구,228531,455342,1877015,2063158,"2호선,7호선"
2016-07-01,경복궁,43386,79222,736882,775079,3호선
2016-07-01,경찰병원,52018,38990,230308,230269,3호선
2016-07-01,고덕,48809,43369,254361,250628,5호선
2016-07-01,고려대,60105,42972,278851,266151,6호선
2016-07-01,고속터미널,127049,367606,2465666,2433084,"3호선,7호선"
2016-07-01,공덕,106791,141417,920195,926169,"5호선,6호선"
2016-07-01,공릉,90745,77887,382981,377942,7호선
2016-07-01,광나루,99196,70113,423077,380874,5호선
2016-07-01,광명사거리,245008,196558,844024,815549,7호선
2016-07-01,광화문,29106,107182,1094474,1136042,5호선
2016-07-01,광흥창,45868,41605,292785,283182,6호선
2016-07-01,교대,97009,191882,1594104,1596134,"2호선,3호선"
2016-07-01,구로디지털단지,367628,326277,1946618,1950140,2호선
2016-07-01,구산,69624,40207,253102,186955,6호선
2016-07-01,구의,188249,152102,742182,723372,2호선
2016-07-01,구파발,165274,93297,531449,448630,3호선
2016-07-01,군자,187679,153901,793154,707391,"5호선,7호선"
2016-07-01,굴포천,76959,67061,268322,275631,7호선
2016-07-01,굽은다리,84614,67209,309819,292880,5호선
2016-07-01,금호,63511,47028,239686,219351,3호선
2016-07-01,길동,58609,54327,233298,240153,5호선
2016-07-01,길음,230312,168132,817334,767945,4호선
2016-07-01,김포공항,15597,26527,235766,208644,5호선
2016-07-01,까치산,307044,220448,912949,861982,5호선
2016-07-01,까치울,60172,43218,194871,178521,7호선
2016-07-01,낙성대,245350,191696,951689,910682,2호선
2016-07-01,남구로,82948,69859,499310,517802,7호선
2016-07-01,남부터미널,81769,154830,1109542,1145134,3호선
2016-07-01,남성,98954,71520,347432,324695,7호선
2016-07-01,남태령,6468,4205,46259,32729,4호선
2016-07-01,남한산성입구,129269,78505,415849,366210,8호선
2016-07-01,내방,51723,55228,425832,433854,7호선
2016-07-01,노원,221048,307561,1389707,1531358,"4호선,7호선"
2016-07-01,녹번,125106,81357,406760,351304,3호선
2016-07-01,녹사평,16877,48667,224425,241482,6호선
2016-07-01,논현,33234,73897,592995,653114,7호선
2016-07-01,단대오거리,108363,79909,373342,354309,8호선
2016-07-01,답십리,135467,93721,495056,449953,5호선
2016-07-01,당고개,116873,77970,425152,401076,4호선
2016-07-01,당산,124457,131316,644458,726880,2호선
2016-07-01,대림,264433,239142,1325891,1361285,"2호선,7호선"
2016-07-01,대청,66273,48986,316297,278729,3호선
2016-07-01,대치,59445,54364,382389,359461,3호선
2016-07-01,대흥,36515,38488,245236,256916,6호선
2016-07-01,도곡,31582,27069,213401,200770,3호선
2016-07-01,도림천,5330,4632,32018,35677,2호선
2016-07-01,도봉산,103903,63575,293229,319229,7호선
2016-07-01,독립문,39102,32828,231114,234093,3호선
2016-07-01,독바위,29382,20888,89650,96220,6호선
2016-07-01,돌곶이,81918,56840,291448,265030,6호선
2016-07-01,동대문,63063,133758,1289572,1383331,"1호선,4호선"
2016-07-01,동대문역사문화공원,49916,193016,1445264,1479938,"2호선,4호선,5호선"
2016-07-01,동대입구,17020,32262,326066,354338,3호선
2016-07-01,동묘앞,40312,55755,564201,576148,"1호선,6호선"
2016-07-01,동작,12568,13787,76319,80020,4호선
2016-07-01,둔촌동,101217,83102,393460,391147,5호선
2016-07-01,디지털미디어시티,104955,80310,444203,486136,6호선
2016-07-01,뚝섬,66796,67416,482991,513777,2호선
2016-07-01,뚝섬유원지,61177,66971,317851,305851,7호선
