년월,역명_표준,출근_승차,퇴근_하차,일평균_승차,일평균_하차,호선목록
2023-04-01,삼산체육관,0,0,1,0,7호선
2023-04-01,삼성,33991,98505,1543683,1556495,2호선
2023-04-01,상계,162490,124817,571910,532303,4호선
2023-04-01,상도,79939,73227,361304,354507,7호선
2023-04-01,상봉,126018,116994,499675,478547,7호선
2023-04-01,상수,24475,59507,307638,352768,6호선
2023-04-01,상왕십리,107681,88890,416695,399391,2호선
2023-04-01,상월곡,53983,37194,194309,180032,6호선
2023-04-01,상일동,133612,105343,415213,391672,5호선
2023-04-01,새절,117545,89018,381947,356222,6호선
2023-04-01,서대문,43097,43007,544521,546520,5호선
2023-04-01,서울대입구,303366,314971,1391845,1348870,2호선
2023-04-01,서울역,142616,234649,1897891,2088812,"1호선,4호선"
2023-04-01,서초,51185,48335,640739,601869,2호선
2023-04-01,석계,104375,95135,363840,377658,6호선
2023-04-01,석촌,40090,50615,235255,282823,8호선
2023-04-01,선릉,55658,95084,1499485,1323153,2호선
2023-04-01,성수,55070,113179,1097953,1207545,2호선
2023-04-01,성신여대입구,99878,121866,639956,614225,4호선
2023-04-01,송정,43745,36220,189487,178245,5호선
2023-04-01,송파,66748,53898,262594,256423,8호선
2023-04-01,수락산,98068,84478,376139,370407,7호선
2023-04-01,수서,82877,91909,543750,550770,3호선
2023-04-01,수유,239739,238121,1016927,1018128,4호선
2023-04-01,수진,40005,28911,164083,151990,8호선
2023-04-01,숙대입구,45977,65182,447064,429231,4호선
2023-04-01,숭실대입구,89007,86017,454250,457049,7호선
2023-04-01,시청,32490,76337,1444636,1398196,"1호선,2호선"
2023-04-01,신금호,49530,43552,183462,194125,5호선
2023-04-01,신길,39832,31714,134222,139367,5호선
2023-04-01,신내,0,0,13,0,6호선
2023-04-01,신답,17623,16471,48712,52940,2호선
2023-04-01,신당,98218,129491,685290,708004,"2호선,6호선"
2023-04-01,신대방,225593,177264,764524,740078,2호선
2023-04-01,신대방삼거리,130100,106225,436060,413478,7호선
2023-04-01,신도림,285911,298636,1462806,1446988,2호선
2023-04-01,신림,462733,426547,1672690,1609357,2호선
2023-04-01,신사,29639,101183,812431,845939,3호선
2023-04-01,신설동,66341,65700,521471,505084,"1호선,2호선"
2023-04-01,신용산,29740,67238,517291,544716,4호선
2023-04-01,신정,143464,84493,389495,322563,5호선
2023-04-01,신정네거리,97489,84802,303081,311699,2호선
2023-04-01,신촌,92552,195254,1147234,1166338,2호선
2023-04-01,신풍,91973,72087,335017,315306,7호선
2023-04-01,신흥,40181,36807,152268,158549,8호선
2023-04-01,쌍문,254760,203078,849416,787443,4호선
2023-04-01,아차산,102118,89043,460601,444961,5호선
2023-04-01,아현,72344,59443,320215,300728,2호선
2023-04-01,안국,16770,46229,797194,837543,3호선
2023-04-01,안암,22867,43047,399304,403220,6호선
2023-04-01,암사,187478,130609,541630,479726,8호선
2023-04-01,압구정,42391,94335,907554,981176,3호선
2023-04-01,애오개,44792,35706,191967,189907,5호선
2023-04-01,약수,78062,86868,491320,477647,"3호선,6호선"
2023-04-01,양재,80747,125345,1039456,1132872,3호선
2023-04-01,양천구청,65909,55541,204464,213018,2호선
2023-04-01,양평,53245,38994,206035,201716,5호선
2023-04-01,어린이대공원,52784,58114,526347,544394,7호선
2023-04-01,여의나루,15134,71093,550525,629788,5호선
2023-04-01,여의도,24599,59217,781319,821568,5호선
2023-04-01,역삼,42025,94894,1352879,1533066,2호선
2023-04-01,역촌,33532,32364,108864,128072,6호선
2023-04-01,연신내,265566,240731,1034113,980165,"3호선,6호선"
2023-04-01,영등포구청,106908,111291,724516,741503,"2호선,5호선"
2023-04-01,영등포시장,58195,53740,320915,331066,5호선
2023-04-01,오금,75213,51317,288183,269589,"3호선,5호선"
2023-04-01,오목교,108488,123716,626390,663892,5호선
2023-04-01,옥수,55325,57482,264844,270703,3호선
2023-04-01,온수,97545,68984,298577,279796,7호선
2023-04-01,올림픽공원,24257,18083,155628,139718,5호선
2023-04-01,왕십리,85569,116854,611231,563773,"2호선,5호선"
2023-04-01,용답,22230,18404,90580,90682,2호선
2023-04-01,용두,14323,13289,69834,69119,2호선
2023-04-01,용마산,53546,39399,174599,171944,7호선
2023-04-01,우장산,118466,97275,427122,418539,5호선
2023-04-01,월곡,89959,74319,365390,353151,6호선
2023-04-01,월드컵경기장,18179,21343,174218,185718,6호선
2023-04-01,을지로3가,27731,99510,1008350,1006465,"2호선,3호선"
2023-04-01,을지로4가,20827,43239,566822,581420,"2호선,5호선"
2023-04-01,을지로입구,29683,106442,1308492,1337778,2호선
2023-04-01,응암,161459,138694,521071,519255,6호선
2023-04-01,이대,65947,81636,518190,557728,2호선
2023-04-01,이수,71552,92679,456785,442188,7호선
2023-04-01,이촌,31061,38875,256403,283458,4호선
2023-04-01,이태원,23971,65025,360011,377504,6호선
2023-04-01,일원,50356,40136,307249,295854,3호선
2023-04-01,잠실,307048,468668,2851963,2892366,"2호선,8호선"
2023-04-01,잠실나루,86985,69601,425084,416058,2호선
2023-04-01,잠실새내,141627,147655,675807,675675,2호선
2023-04-01,잠원,30904,24511,146918,139223,3호선
2023-04-01,장승배기,65286,55514,264796,259078,7호선
2023-04-01,장암,28663,7050,75339,35268,7호선
2023-04-01,장지,105787,87851,499861,467754,8호선
2023-04-01,장한평,130218,111880,536519,528467,5호선
2023-04-01,제기동,56274,46955,509868,519876,1호선
2023-04-01,종각,17663,73473,1066670,1038812,1호선
2023-04-01,종로3가,30004,152870,1531702,1504909,"1호선,3호선,5호선"
2023-04-01,종로5가,16714,54111,727672,717561,1호선
2023-04-01,종합운동장,40179,88608,462299,507253,2호선
2023-04-01,중계,127742,91424,435048,397708,7호선
2023-04-01,중곡,77850,61933,312842,291291,7호선
2023-04-01,중화,85799,71169,313297,306806,7호선
2023-04-01,증산,89353,76246,296960,296177,6호선
2023-04-01,지축,55823,46267,187210,182491,3호선
2023-04-01,창동,167360,169235,742590,780901,4호선
2023-04-01,창신,32031,17466,106798,92681,6호선
2023-04-01,천왕,113415,84130,328742,312409,7호선
2023-04-01,천호,165603,210014,994141,1050589,"5호선,8호선"
2023-04-01,철산,172761,158416,616529,621850,7호선
2023-04-01,청구,36229,31229,222584,214678,"5호선,6호선"
2023-04-01,청담,28000,38489,546021,598961,7호선
2023-04-01,청량리,86068,80403,604357,598499,1호선
2023-04-01,총신대입구,109075,128490,557570,604758,4호선
2023-04-01,충무로,28777,71778,848869,878815,"3호선,4호선"
2023-04-01,충정로,53169,51342,410027,428920,"2호선,5호선"
2023-04-01,태릉입구,90756,92101,444127,451366,"6호선,7호선"
2023-04-01,하계,142232,111189,536071,504205,7호선
2023-04-01,하남검단산,44199,32672,193783,185026,5호선
2023-04-01,하남시청,52507,46257,230253,223334,5호선
2023-04-01,하남풍산,22846,21701,129062,128747,5호선
2023-04-01,학동,20306,33278,633111,671053,7호선
2023-04-01,학여울,9536,8214,74539,76227,3호선
2023-04-01,한강진,9020,36971,303773,361147,6호선
2023-04-01,한성대입구,67126,66882,437571,425237,4호선
2023-04-01,한양대,14391,29583,371345,414148,2호선
2023-04-01,합정,132862,270603,1399868,1488044,"2호선,6호선"
2023-04-01,행당,76015,53229,235441,209320,5호선
2023-04-01,혜화,39306,132817,1067879,1077327,4호선
2023-04-01,홍대입구,147130,406427,2040003,2173485,2호선
2023-04-01,홍제,139635,116876,540642,514330,3호선
2023-04-01,화곡,270362,215138,843339,784638,5호선
2023-04-01,화랑대,118228,67054,364364,283089,6호선
2023-04-01,회현,14642,32437,766266,795080,4호선
2023-04-01,효창공원앞,44228,34873,220173,205396,6호선
2023-05-01,가락시장,67707,77403,482979,500925,"3호선,8호선"
2023-05-01,가산디지털단지,49896,63079,1164594,1160002,7호선
2023-05-01,강남,106116,286971,2276461,2203646,2호선
2023-05-01,강남구청,18164,34425,463130,514832,7호선
2023-05-01,강동,124896,96093,532641,514841,5호선
2023-05-01,강동구청,75061,62567,302843,310359,8호선
2023-05-01,강변,199260,190563,980315,932152,2호선
2023-05-01,강일,50579,36176,163702,148773,5호선
2023-05-01,개롱,48001,41207,192078,199205,5호선
2023-05-01,개화산,42972,31859,169036,162374,5호선
2023-05-01,거여,94857,71378,301907,288342,5호선
2023-05-01,건대입구,179877,347851,1590699,1677955,"2호선,7호선"
2023-05-01,경복궁,35400,70157,812455,821363,3호선
2023-05-01,경찰병원,49884,39700,209501,209236,3호선
2023-05-01,고덕,58805,59612,295287,292261,5호선
2023-05-01,고려대,49088,47290,287373,275811,6호선
2023-05-01,고속터미널,108198,244898,2126253,1926090,"3호선,7호선"
2023-05-01,공덕,109006,140442,947574,950586,"5호선,6호선"
2023-05-01,공릉,80002,79943,376854,371573,7호선
2023-05-01,광나루,89178,71217,426925,397864,5호선
2023-05-01,광명사거리,163124,138790,625783,615468,7호선
2023-05-01,광화문,22746,70843,938526,985169,5호선
2023-05-01,광흥창,48948,43012,267304,257888,6호선
2023-05-01,교대,92043,150614,1352193,1336008,"2호선,3호선"
2023-05-01,구로디지털단지,332126,299150,1655111,1631037,2호선
2023-05-01,구산,70433,41606,235800,174988,6호선
2023-05-01,구의,186629,160870,703553,684399,2호선
2023-05-01,구파발,170532,140204,647882,633908,3호선
2023-05-01,군자,178454,167829,799777,735245,"5호선,7호선"
2023-05-01,굽은다리,75009,62034,283888,270972,5호선
2023-05-01,금호,65794,51750,240508,220710,3호선
2023-05-01,길동,49692,48342,241181,248348,5호선
2023-05-01,길음,179856,147794,670019,671226,4호선
2023-05-01,김포공항,15501,25968,245668,234182,5호선
2023-05-01,까치산,284415,219981,851489,812889,5호선
2023-05-01,낙성대,213492,185711,829271,802924,2호선
2023-05-01,남구로,66127,54008,430148,449021,7호선
2023-05-01,남부터미널,77925,108826,875728,890204,3호선
2023-05-01,남성,98859,75470,346123,322239,7호선
2023-05-01,남위례,45274,44393,202479,208560,8호선
2023-05-01,남태령,6128,3332,41308,33861,4호선
2023-05-01,남한산성입구,123073,82879,433284,391479,8호선
2023-05-01,내방,49433,54238,421112,425975,7호선
2023-05-01,노원,194264,272115,1197709,1312326,"4호선,7호선"
2023-05-01,녹번,155621,117277,473056,426665,3호선
2023-05-01,녹사평,13058,24941,161609,162291,6호선
2023-05-01,논현,21877,50952,500426,513755,7호선
2023-05-01,단대오거리,110185,87479,378352,359886,8호선
2023-05-01,답십리,129291,93417,457202,416078,5호선
2023-05-01,당고개,80616,53549,288644,257216,4호선
2023-05-01,당산,106253,128237,553835,639339,2호선
2023-05-01,대림,204186,167379,1011912,1027024,"2호선,7호선"
2023-05-01,대청,66233,52975,300849,283549,3호선
2023-05-01,대치,57554,56700,358456,350643,3호선
2023-05-01,대흥,39647,43519,283905,293784,6호선
2023-05-01,도곡,21752,18616,155465,157548,3호선
2023-05-01,도림천,6925,5576,35864,37738,2호선
2023-05-01,도봉산,92938,73884,285228,337507,7호선
2023-05-01,독립문,35003,30979,234622,244996,3호선
2023-05-01,독바위,28042,22149,81410,86155,6호선
2023-05-01,돌곶이,86432,61328,303572,278933,6호선
2023-05-01,동대문,49012,85310,993092,995440,"1호선,4호선"
2023-05-01,동대문역사문화공원,45621,126401,1087460,1093263,"2호선,4호선,5호선"
2023-05-01,동대입구,14591,37099,350080,397402,3호선
2023-05-01,동묘앞,44789,53186,566631,581236,"1호선,6호선"
2023-05-01,동작,4920,8280,53236,60140,4호선
2023-05-01,둔촌동,53625,53127,261463,261061,5호선
2023-05-01,디지털미디어시티,108946,86434,421807,454314,6호선
2023-05-01,뚝섬,44569,76012,687389,719354,2호선
2023-05-01,뚝섬유원지,53645,92318,366680,356563,7호선
2023-05-01,마곡,52813,47837,311148,316731,5호선
2023-05-01,마들,129899,93279,392843,364475,7호선
2023-05-01,마장,35967,28624,174491,163791,5호선
2023-05-01,마천,79494,51391,224244,213444,5호선
2023-05-01,마포,65425,70072,408380,415649,5호선
2023-05-01,마포구청,98743,74017,426877,377939,6호선
2023-05-01,망원,65832,85894,448853,479514,6호선
2023-05-01,매봉,40284,40975,344614,333980,3호선
2023-05-01,먹골,82347,73314,326326,316831,7호선
2023-05-01,면목,132413,102848,475121,455369,7호선
2023-05-01,명동,23773,107066,953130,1015976,4호선
2023-05-01,명일,71190,68311,266683,272092,5호선
2023-05-01,모란,20350,17799,156084,126507,8호선
2023-05-01,목동,136194,134859,492072,521637,5호선
2023-05-01,몽촌토성,31008,30365,208049,212460,8호선
2023-05-01,무악재,37999,31326,130730,130429,3호선
2023-05-01,문래,95806,99000,614437,636281,2호선
2023-05-01,문정,57256,62541,564423,590219,8호선
2023-05-01,미사,139215,131571,510461,520593,5호선
2023-05-01,미아,100198,87969,467727,451677,4호선
2023-05-01,미아사거리,193874,185365,812618,796915,4호선
2023-05-01,반포,20943,20715,187070,182355,7호선
2023-05-01,발산,60681,91626,621304,648677,5호선
2023-05-01,방배,56455,66550,537984,556946,2호선
2023-05-01,방이,38201,39475,213658,217872,5호선
2023-05-01,방화,54039,41412,203980,194397,5호선
2023-05-01,버티고개,13099,11978,64996,64690,6호선
2023-05-01,보라매,44017,44219,212059,219251,7호선
2023-05-01,보문,57859,42547,241031,221359,6호선
2023-05-01,복정,65194,49295,280040,237277,8호선
2023-05-01,봉천,206656,162734,708646,659198,2호선
2023-05-01,봉화산,89854,61177,261381,246408,6호선
2023-05-01,불광,143009,139328,639979,677248,"3호선,6호선"
2023-05-01,사가정,129821,118331,493685,489859,7호선
2023-05-01,사당,339351,442100,1980975,2013912,"2호선,4호선"
2023-05-01,산성,49542,39188,161233,161820,8호선
2023-05-01,삼각지,41247,59951,408084,401421,"4호선,6호선"
2023-05-01,삼산체육관,0,0,1,0,7호선
2023-05-01,삼성,34814,99448,1566223,1576888,2호선
2023-05-01,상계,166263,127763,585530,541294,4호선
2023-05-01,상도,81328,74772,374674,368227,7호선
2023-05-01,상봉,128619,117746,511470,490574,7호선
2023-05-01,상수,25281,60878,322998,369583,6호선
2023-05-01,상왕십리,107997,89389,424696,407557,2호선
2023-05-01,상월곡,55561,37354,202716,188641,6호선
2023-05-01,상일동,134681,104895,426725,401038,5호선
2023-05-01,새절,118857,88883,384927,359090,6호선
2023-05-01,서대문,43463,44384,557444,561569,5호선
2023-05-01,서울대입구,304993,313440,1410885,1367492,2호선
2023-05-01,서울역,147592,233960,1956684,2156794,"1호선,4호선"
2023-05-01,서초,48357,47761,624992,595602,2호선
2023-05-01,석계,104839,96318,376915,392497,6호선
2023-05-01,석촌,39931,49703,229117,269031,8호선
2023-05-01,선릉,57572,96527,1525526,1347399,2호선
2023-05-01,성수,55914,119549,1137588,1263653,2호선
2023-05-01,성신여대입구,102432,124534,675674,647299,4호선
2023-05-01,송정,43029,35871,190934,181164,5호선
2023-05-01,송파,67195,55150,270387,262571,8호선
2023-05-01,수락산,100284,86470,389671,381881,7호선
2023-05-01,수서,85765,92703,551605,559562,3호선
2023-05-01,수유,243419,240832,1043967,1043366,4호선
2023-05-01,수진,40852,28767,165574,152612,8호선
2023-05-01,숙대입구,45907,65352,462885,437338,4호선
2023-05-01,숭실대입구,90102,87364,468031,471618,7호선
2023-05-01,시청,33103,76238,1496452,1464595,"1호선,2호선"
2023-05-01,신금호,49742,43494,189104,200408,5호선
2023-05-01,신길,38719,30078,132681,137195,5호선
2023-05-01,신내,3,0,20,0,6호선
2023-05-01,신답,17696,16206,48985,53527,2호선
2023-05-01,신당,99385,132054,700510,726081,"2호선,6호선"
2023-05-01,신대방,229740,177429,773932,745190,2호선
2023-05-01,신대방삼거리,131449,107106,446909,424525,7호선
2023-05-01,신도림,287984,297163,1476282,1451506,2호선
2023-05-01,신림,468239,426689,1694536,1635959,2호선
2023-05-01,신사,29946,102581,814679,851258,3호선
2023-05-01,신설동,66897,66420,530277,511782,"1호선,2호선"
2023-05-01,신용산,30431,70295,537638,570348,4호선
2023-05-01,신정,145168,85718,399640,333298,5호선
2023-05-01,신정네거리,98815,85805,307162,316597,2호선
2023-05-01,신중동,1,0,3,0,7호선
2023-05-01,신촌,93499,196077,1206241,1175420,2호선
2023-05-01,신풍,92266,71507,340756,319721,7호선
2023-05-01,신흥,41122,37277,156737,164466,8호선
2023-05-01,쌍문,258862,204959,873126,804739,4호선
2023-05-01,아차산,103486,90502,464802,446825,5호선
2023-05-01,아현,73878,60510,330934,310263,2호선
2023-05-01,안국,16789,47753,799776,833461,3호선
2023-05-01,안암,23107,51524,440100,452516,6호선
2023-05-01,암사,189507,130026,551273,486110,8호선
2023-05-01,압구정,43721,95824,926348,996668,3호선
2023-05-01,애오개,45186,35463,195713,191747,5호선
2023-05-01,약수,79822,87241,506037,489341,"3호선,6호선"
2023-05-01,양재,82013,128858,1043690,1146820,3호선
2023-05-01,양천구청,67208,55986,208676,216523,2호선
2023-05-01,양평,53952,38174,206286,199407,5호선
2023-05-01,어린이대공원,53467,65253,555097,573554,7호선
2023-05-01,여의나루,15328,72172,478321,523401,5호선
2023-05-01,여의도,25029,57637,766233,816576,5호선
2023-05-01,역삼,42358,96149,1352281,1543984,2호선
2023-05-01,역촌,33820,32214,112624,132291,6호선
2023-05-01,연신내,269427,243522,1058574,1005078,"3호선,6호선"
2023-05-01,영등포구청,107766,111449,733830,751400,"2호선,5호선"
2023-05-01,영등포시장,57614,52732,320228,329807,5호선
2023-05-01,오금,77898,54194,295339,278571,"3호선,5호선"
2023-05-01,오목교,111654,127135,636213,675344,5호선
2023-05-01,옥수,56184,58745,272716,276746,3호선
2023-05-01,온수,97526,68719,301787,283992,7호선
2023-05-01,올림픽공원,24756,19789,163187,146324,5호선
2023-05-01,왕십리,87329,116670,620892,578879,"2호선,5호선"
2023-05-01,용답,22274,18513,90553,91424,2호선
2023-05-01,용두,14421,13465,71460,70305,2호선
2023-05-01,용마산,53818,39977,178483,175002,7호선
2023-05-01,우장산,120447,98706,442408,432533,5호선
2023-05-01,월곡,91101,75560,381901,366893,6호선
2023-05-01,월드컵경기장,18621,25821,192963,203627,6호선
2023-05-01,을지로3가,28453,100833,1028493,1016412,"2호선,3호선"
2023-05-01,을지로4가,21589,45308,584218,599880,"2호선,5호선"
2023-05-01,을지로입구,30927,106062,1344777,1364681,2호선
2023-05-01,응암,163532,136217,524890,518292,6호선
2023-05-01,이대,66836,83740,536589,583573,2호선
2023-05-01,이수,72714,93530,469432,456667,7호선
2023-05-01,이촌,31674,37825,273812,299599,4호선
2023-05-01,이태원,24848,63383,369160,390120,6호선
2023-05-01,일원,51736,39552,311163,299411,3호선
2023-05-01,잠실,312181,456975,2780222,2824359,"2호선,8호선"
2023-05-01,잠실나루,88243,70008,434950,421881,2호선
2023-05-01,잠실새내,142754,148291,688147,686705,2호선
2023-05-01,잠원,32018,25531,150868,142025,3호선
2023-05-01,장승배기,67066,55900,272653,266066,7호선
2023-05-01,장암,29302,7112,78331,36450,7호선
2023-05-01,장지,107646,88853,511011,479263,8호선
2023-05-01,장한평,131751,111632,545973,538765,5호선
2023-05-01,제기동,56596,48080,519222,530297,1호선
2023-05-01,종각,18199,78049,1115532,1082671,1호선
2023-05-01,종로3가,30758,162422,1598594,1573024,"1호선,3호선,5호선"
2023-05-01,종로5가,16882,56133,767598,753494,1호선
2023-05-01,종합운동장,40926,117283,436873,488523,2호선
2023-05-01,중계,131416,93196,449140,408653,7호선
2023-05-01,중곡,79151,63136,320196,298764,7호선
2023-05-01,중화,86709,72819,343619,327869,7호선
2023-05-01,증산,90466,76175,301998,300134,6호선
2023-05-01,지축,57896,47914,193738,190457,3호선
2023-05-01,창동,169943,173296,767364,805597,4호선
2023-05-01,창신,32110,17552,109304,94763,6호선
2023-05-01,천왕,115519,86305,337364,320974,7호선
2023-05-01,천호,166554,211549,1012749,1072864,"5호선,8호선"
2023-05-01,철산,174100,159592,632994,638081,7호선
2023-05-01,청구,36799,31461,228891,220948,"5호선,6호선"
2023-05-01,청담,27964,36383,550996,601804,7호선
2023-05-01,청량리,88055,82519,622880,620608,1호선
2023-05-01,총신대입구,111201,128937,570751,617582,4호선
2023-05-01,충무로,29669,79143,884068,911446,"3호선,4호선"
2023-05-01,충정로,53548,51573,417083,432279,"2호선,5호선"
2023-05-01,태릉입구,93297,106750,565466,605007,"6호선,7호선"
2023-05-01,하계,145825,113906,556683,521754,7호선
2023-05-01,하남검단산,44997,33648,200675,191080,5호선
2023-05-01,하남시청,55010,47283,237817,228556,5호선
2023-05-01,하남풍산,22977,21832,130230,129757,5호선
2023-05-01,학동,20344,33320,639845,679060,7호선
2023-05-01,학여울,9701,8217,69352,70611,3호선
2023-05-01,한강진,9153,38230,306504,363816,6호선
2023-05-01,한성대입구,68100,68577,460251,445525,4호선
2023-05-01,한양대,14740,38124,391502,442854,2호선
2023-05-01,합정,135110,267312,1401933,1487835,"2호선,6호선"
2023-05-01,행당,76814,52440,241482,213124,5호선
2023-05-01,혜화,40119,146321,1145265,1155665,4호선
2023-05-01,홍대입구,146793,403877,2095081,2244117,2호선
2023-05-01,홍제,141577,118248,557189,529427,3호선
2023-05-01,화곡,272687,217126,858942,800364,5호선
2023-05-01,화랑대,120170,67355,377991,292094,6호선
2023-05-01,회현,14879,32922,819068,849748,4호선
2023-05-01,효창공원앞,44842,34928,225025,210291,6호선
2023-06-01,가락시장,67637,75949,480119,496931,"3호선,8호선"
2023-06-01,가산디지털단지,50405,61284,1154709,1151627,7호선
2023-06-01,강남,104273,283308,2280203,2200898,2호선
2023-06-01,강남구청,17537,33699,459980,511454,7호선
2023-06-01,강동,124676,94216,522838,503221,5호선
2023-06-01,강동구청,74415,62034,297753,304782,8호선
2023-06-01,강변,196004,183340,934544,888780,2호선
2023-06-01,강일,49132,35102,158044,143530,5호선
2023-06-01,개롱,46931,40901,189268,195839,5호선
2023-06-01,개화산,43114,31672,166160,159783,5호선
2023-06-01,거여,93952,69587,294794,282016,5호선
2023-06-01,건대입구,178963,325251,1492154,1581977,"2호선,7호선"
2023-06-01,경복궁,35144,59860,725140,737203,3호선
2023-06-01,경찰병원,50432,39465,208503,208379,3호선
2023-06-01,고덕,59003,57603,289434,285722,5호선
2023-06-01,고려대,48245,42155,255526,245145,6호선
2023-06-01,고속터미널,102856,232533,1987661,1814646,"3호선,7호선"
2023-06-01,공덕,107685,139868,941067,940860,"5호선,6호선"
2023-06-01,공릉,80416,75352,348625,342001,7호선
2023-06-01,광나루,86140,67916,402314,372482,5호선
2023-06-01,광명사거리,159191,135632,602920,594413,7호선
2023-06-01,광화문,22876,66309,903502,959235,5호선
2023-06-01,광흥창,47984,41338,267218,255718,6호선
2023-06-01,교대,87979,146262,1333793,1313633,"2호선,3호선"
2023-06-01,구로디지털단지,333102,297811,1645532,1624271,2호선
2023-06-01,구산,69199,40524,231215,170662,6호선
2023-06-01,구의,184693,159872,694010,673609,2호선
2023-06-01,구파발,169125,137324,631949,616972,3호선
2023-06-01,군자,178701,166829,781977,718757,"5호선,7호선"
2023-06-01,굽은다리,75254,62183,280976,267189,5호선
2023-06-01,금호,64866,50859,236647,216987,3호선
2023-06-01,길동,49723,47032,236164,242492,5호선
2023-06-01,길음,177117,142979,625593,616636,4호선
2023-06-01,김포공항,19741,25754,250550,233475,5호선
2023-06-01,까치산,283137,218089,831549,792459,5호선
2023-06-01,까치울,0,0,2,0,7호선
2023-06-01,낙성대,214458,185243,808722,776338,2호선
2023-06-01,남구로,64678,52247,422080,440769,7호선
2023-06-01,남부터미널,76792,103187,845772,859090,3호선
2023-06-01,남성,97892,73852,334343,309592,7호선
2023-06-01,남위례,45370,43929,199359,204744,8호선
2023-06-01,남태령,6016,3379,40179,32994,4호선
2023-06-01,남한산성입구,121377,82244,405573,368066,8호선
2023-06-01,내방,47851,51719,408543,413224,7호선
2023-06-01,노원,190663,266452,1144729,1256699,"4호선,7호선"
2023-06-01,녹번,155359,114006,457013,408760,3호선
2023-06-01,녹사평,12437,24637,156596,157324,6호선
2023-06-01,논현,21967,49150,498261,510975,7호선
2023-06-01,단대오거리,107344,85943,358255,343072,8호선
2023-06-01,답십리,129651,92994,448798,407879,5호선
2023-06-01,당고개,79604,52617,278064,247189,4호선
2023-06-01,당산,104724,125774,538423,621073,2호선
2023-06-01,대림,201316,164534,987201,1003783,"2호선,7호선"
2023-06-01,대청,66731,52876,301518,283693,3호선
2023-06-01,대치,55874,54737,347187,340212,3호선
2023-06-01,대흥,38862,42355,270302,278251,6호선
2023-06-01,도곡,20499,18040,150375,149728,3호선
2023-06-01,도림천,7025,5625,35434,37543,2호선
2023-06-01,도봉산,91749,73160,273052,322593,7호선
2023-06-01,독립문,34405,29228,221577,230931,3호선
2023-06-01,독바위,27276,22046,79795,83898,6호선
2023-06-01,돌곶이,85841,60955,292890,267981,6호선
2023-06-01,동대문,47963,79339,944115,946555,"1호선,4호선"
2023-06-01,동대문역사문화공원,44589,123164,1053724,1063711,"2호선,4호선,5호선"
2023-06-01,동대입구,14496,28079,296118,326098,3호선
2023-06-01,동묘앞,44636,51585,548255,556661,"1호선,6호선"
2023-06-01,동작,4899,8143,55396,57955,4호선
2023-06-01,둔촌동,52782,52408,255973,256285,5호선
2023-06-01,디지털미디어시티,105650,84681,412520,446372,6호선
2023-06-01,뚝섬,44696,74845,681935,718845,2호선
2023-06-01,뚝섬유원지,53406,68257,302960,289356,7호선
2023-06-01,마곡,51531,47644,308881,314777,5호선
2023-06-01,마들,128147,91531,381323,354284,7호선
2023-06-01,마장,35800,28587,167362,155832,5호선
2023-06-01,마천,78857,50436,219503,207683,5호선
2023-06-01,마포,65697,70434,410809,416992,5호선
2023-06-01,마포구청,98407,73458,420177,370471,6호선
2023-06-01,망원,65355,85338,435308,467239,6호선
2023-06-01,매봉,39042,40552,346431,334551,3호선
2023-06-01,먹골,81966,71157,298900,293960,7호선
2023-06-01,면목,131124,101764,449550,430402,7호선
2023-06-01,명동,23199,108502,938248,1008962,4호선
2023-06-01,명일,71112,66932,260974,265571,5호선
2023-06-01,모란,20377,17426,145909,117449,8호선
2023-06-01,목동,134711,132873,482852,511139,5호선
2023-06-01,몽촌토성,31223,30327,191231,195772,8호선
2023-06-01,무악재,37855,30400,126605,124023,3호선
2023-06-01,문래,94099,100343,613323,636535,2호선
2023-06-01,문정,57253,62572,569991,594362,8호선
2023-06-01,미사,138660,129503,499626,508797,5호선
2023-06-01,미아,98755,84415,444477,426635,4호선
2023-06-01,미아사거리,190807,180303,786211,768695,4호선
2023-06-01,반포,19960,19834,182923,177467,7호선
2023-06-01,발산,59398,90586,610285,638677,5호선
2023-06-01,방배,54491,64254,494517,509849,2호선
2023-06-01,방이,37023,39685,212050,216827,5호선
2023-06-01,방화,54081,40796,200439,190694,5호선
2023-06-01,버티고개,12866,11793,63180,63622,6호선
2023-06-01,보라매,44000,42588,202243,207772,7호선
2023-06-01,보문,57097,41189,229145,209305,6호선
2023-06-01,복정,63857,48119,269516,228363,8호선
2023-06-01,봉천,207944,159356,701339,646782,2호선
2023-06-01,봉화산,89628,60591,254450,239753,6호선
2023-06-01,불광,141917,137693,620963,657132,"3호선,6호선"
2023-06-01,사가정,127566,116023,474465,470945,7호선
2023-06-01,사당,334611,445465,1964795,1988975,"2호선,4호선"
2023-06-01,산성,48584,38764,157291,157434,8호선
2023-06-01,삼각지,40419,60840,404698,397606,"4호선,6호선"
2023-06-01,삼성,34092,100357,1597035,1603473,2호선
2023-06-01,상계,163202,124402,565112,522533,4호선
2023-06-01,상도,80590,71362,348332,338650,7호선
2023-06-01,상봉,127805,116784,497902,477441,7호선
2023-06-01,상수,25117,58645,298717,344313,6호선
2023-06-01,상왕십리,108929,89178,418079,402101,2호선
2023-06-01,상월곡,54989,38020,191404,174249,6호선
2023-06-01,상일동,133135,104171,418326,392445,5호선
2023-06-01,새절,118288,87656,372315,343301,6호선
2023-06-01,서대문,43568,42711,547133,553524,5호선
